order_id,order_datetime,channel,platform,payment_method,customer_id,subtotal_sgd,shipping_fee_sgd,gst_sgd,grand_total_sgd
ORD165962,8/13/2024 11:46,Lazada,Lazada,Credit Card,CUST101026,5.88,0,0.53,6.41
ORD165965,8/13/2024 11:31,Lazada,Lazada,GrabPay,CUST103534,27.06,0,2.44,29.5
ORD165967,8/13/2024 14:27,Lazada,Lazada,Credit Card,CUST104236,17.38,2.5,1.79,21.67
ORD165969,8/13/2024 15:54,Lazada,Lazada,Atome,CUST103097,21.37,0,1.92,23.29
ORD165973,8/13/2024 13:18,Lazada,Lazada,PayNow,CUST100834,28.2,2.5,2.76,33.46
ORD165975,8/13/2024 17:50,Shopee,Shopee,GrabPay,CUST102602,3.21,0,0.29,3.5
ORD165977,8/13/2024 16:29,Shopee,Shopee,GrabPay,CUST102376,38.95,2.5,3.73,45.18
ORD165978,8/14/2024 20:06,GrabMart,GrabMart,Atome,CUST102722,22.44,3.9,2.37,28.71
ORD165980,8/14/2024 16:55,GrabMart,GrabMart,Credit Card,CUST103405,29.88,0,2.69,32.57
ORD165982,8/14/2024 19:02,Lazada,Lazada,Credit Card,CUST100288,5.35,0,0.48,5.83
ORD165983,8/14/2024 17:08,Lazada,Lazada,Credit Card,CUST104494,25.13,3,2.53,30.66
ORD165986,8/14/2024 15:34,RedMart,RedMart,Credit Card,CUST102968,13.37,0,1.2,14.57
ORD165987,8/14/2024 16:56,Shopee,Shopee,Atome,CUST101303,40.11,0,3.61,43.72
ORD165990,8/14/2024 12:12,Shopee,Shopee,ShopeePay,CUST100303,44.18,3.9,4.33,52.41
ORD165992,8/14/2024 16:23,FairPrice_Online,FairPrice_Online,PayNow,CUST102479,13.99,0,1.26,15.25
ORD165993,8/14/2024 10:00,Website,Website,GrabPay,CUST103593,24.3,0,2.19,26.49
ORD165995,8/14/2024 9:08,Shopee,Shopee,ShopeePay,CUST100950,2.94,0,0.26,3.2
ORD165996,8/14/2024 11:33,Shopee,Shopee,ShopeePay,CUST100737,6.2,0,0.56,6.76
ORD165997,8/14/2024 17:40,Shopee,Shopee,Credit Card,GUEST1022,22.37,3,2.28,27.65
ORD165999,8/14/2024 16:26,Website,Website,GrabPay,CUST101972,2.84,3,0.53,6.37
ORD166000,8/14/2024 18:40,Lazada,Lazada,Atome,CUST101902,16.47,0,1.48,17.95
ORD166005,8/15/2024 20:24,Lazada,Lazada,Atome,CUST103192,2,0,0.18,2.18
ORD166006,8/15/2024 16:25,Lazada,Lazada,Credit Card,CUST104487,23.62,0,2.13,25.75
ORD166008,8/15/2024 13:49,GrabMart,GrabMart,Credit Card,CUST104357,12.15,3.9,1.44,17.49
ORD166009,8/15/2024 17:03,FairPrice_Online,FairPrice_Online,PayNow,CUST104090,42.34,0,3.81,46.15
ORD166011,8/15/2024 10:53,Shopee,Shopee,Atome,CUST103729,23.87,0,2.15,26.02
ORD166013,8/15/2024 10:50,Shopee,Shopee,PayNow,CUST104000,44.97,0,4.05,49.02
ORD166015,8/15/2024 15:27,Website,Website,Credit Card,CUST100394,5.25,0,0.47,5.72
ORD166016,8/15/2024 11:25,GrabMart,GrabMart,Atome,CUST104725,31.5,0,2.84,34.34
ORD166017,8/15/2024 9:27,Shopee,Shopee,Credit Card,CUST104591,56.35,0,5.07,61.42
ORD166018,8/15/2024 13:51,Shopee,Shopee,GrabPay,CUST101957,47,2.5,4.46,53.96
ORD166019,8/15/2024 14:16,Shopee,Shopee,Credit Card,CUST102048,3.52,2.5,0.54,6.56
ORD166023,8/15/2024 16:36,FairPrice_Online,FairPrice_Online,Credit Card,CUST102394,7.35,0,0.66,8.01
ORD166024,8/15/2024 17:35,Website,Website,PayNow,CUST101549,34.63,0,3.12,37.75
ORD166025,8/15/2024 10:50,Shopee,Shopee,Credit Card,CUST101084,5.4,2.5,0.71,8.61
ORD166027,8/15/2024 16:08,Shopee,Shopee,GrabPay,CUST101647,18.37,0,1.65,20.02
ORD166028,8/15/2024 17:53,Shopee,Shopee,PayNow,CUST100289,13.12,3,1.45,17.57
ORD166033,8/15/2024 12:32,Website,Website,Credit Card,CUST104862,12.76,0,1.15,13.91
ORD166034,8/15/2024 12:56,Website,Website,GrabPay,CUST103711,8.66,0,0.78,9.44
ORD166035,8/15/2024 12:46,Shopee,Shopee,Atome,CUST101309,16.75,0,1.51,18.26
ORD166038,8/15/2024 14:25,Shopee,Shopee,PayNow,CUST100507,1.68,0,0.15,1.83
ORD166039,8/15/2024 20:00,Lazada,Lazada,Atome,CUST104466,19.25,0,1.73,20.98
ORD166040,8/16/2024 16:34,Shopee,Shopee,Atome,CUST100806,10.11,3.9,1.26,15.27
ORD166043,8/16/2024 12:51,Lazada,Lazada,Atome,CUST102315,6.2,2.5,0.78,9.48
ORD166045,8/16/2024 11:49,Website,Website,Credit Card,CUST102898,5.5,0,0.5,6
ORD166047,8/16/2024 17:03,Website,Website,Credit Card,CUST102927,3.36,0,0.3,3.66
ORD166050,8/16/2024 9:31,Shopee,Shopee,PayNow,CUST103965,18.05,0,1.62,19.67
ORD166051,8/16/2024 20:26,Shopee,Shopee,Credit Card,GUEST1045,5.08,0,0.46,5.54
ORD166054,8/16/2024 10:10,FairPrice_Online,FairPrice_Online,PayNow,CUST104103,3.42,2.5,0.53,6.45
ORD166056,8/16/2024 17:56,Lazada,Lazada,Atome,CUST101312,5.25,2.5,0.7,8.45
ORD166059,8/16/2024 20:34,Website,Website,PayNow,CUST104872,18.74,0,1.69,20.43
ORD166061,8/16/2024 21:42,Lazada,Lazada,PayNow,CUST101835,24.12,3,2.44,29.56
ORD166062,8/16/2024 18:44,Shopee,Shopee,ShopeePay,CUST100330,15.97,0,1.44,17.41
ORD166063,8/16/2024 12:33,Shopee,Shopee,GrabPay,CUST103198,9.72,0,0.87,10.59
ORD166064,8/16/2024 17:38,Shopee,Shopee,ShopeePay,CUST104543,3.25,0,0.29,3.54
ORD166065,8/16/2024 18:53,Website,Website,GrabPay,CUST104828,0.64,0,0.06,0.7
ORD166070,8/17/2024 10:43,Lazada,Lazada,Atome,CUST104266,28.65,0,2.58,31.23
ORD166072,8/17/2024 20:20,Shopee,Shopee,ShopeePay,CUST104712,10.17,3.9,1.27,15.34
ORD166084,8/17/2024 10:46,Website,Website,Atome,CUST100130,10.39,3.9,1.29,15.58
ORD166088,8/17/2024 11:59,Shopee,Shopee,GrabPay,CUST104356,2,2.5,0.41,4.91
ORD166090,8/17/2024 20:13,Lazada,Lazada,PayNow,CUST101498,1.73,0,0.16,1.89
ORD166091,8/17/2024 14:54,Website,Website,Credit Card,CUST102144,6.16,0,0.55,6.71
ORD166093,8/17/2024 13:48,Shopee,Shopee,GrabPay,CUST104436,3.18,0,0.29,3.47
ORD166095,8/17/2024 9:57,Shopee,Shopee,PayNow,CUST103597,6.04,0,0.54,6.58
ORD166101,8/17/2024 9:44,Website,Website,PayNow,CUST102865,8.96,0,0.81,9.77
ORD166103,8/18/2024 18:46,Lazada,Lazada,PayNow,CUST102017,1.76,0,0.16,1.92
ORD166104,8/18/2024 19:06,GrabMart,GrabMart,Credit Card,CUST100625,24.58,3.9,2.56,31.04
ORD166105,8/18/2024 16:47,Lazada,Lazada,Atome,CUST100654,0.81,3.9,0.42,5.13
ORD166106,8/18/2024 16:07,Website,Website,Credit Card,CUST101320,10.5,0,0.95,11.45
ORD166107,8/18/2024 21:46,Lazada,Lazada,Credit Card,CUST103394,13.37,3.9,1.55,18.82
ORD166109,8/18/2024 10:03,Website,Website,Atome,CUST100895,16.35,3.9,1.82,22.07
ORD166110,8/18/2024 11:31,Shopee,Shopee,Atome,CUST101412,26.4,2.5,2.6,31.5
ORD166111,8/18/2024 13:11,FairPrice_Online,FairPrice_Online,PayNow,CUST101597,12.76,3,1.42,17.18
ORD166114,8/18/2024 11:37,Shopee,Shopee,Atome,CUST103606,5.35,0,0.48,5.83
ORD166115,8/18/2024 13:28,Shopee,Shopee,ShopeePay,CUST102072,25.76,0,2.32,28.08
ORD166117,8/18/2024 9:57,Website,Website,Atome,CUST104704,10.5,0,0.95,11.45
ORD166118,8/18/2024 21:38,Lazada,Lazada,Credit Card,CUST100148,15,0,1.35,16.35
ORD166121,8/18/2024 13:32,FairPrice_Online,FairPrice_Online,Credit Card,CUST100614,8.71,3,1.05,12.76
ORD166123,8/18/2024 19:10,Shopee,Shopee,ShopeePay,CUST101539,3.08,0,0.28,3.36
ORD166124,8/18/2024 21:27,Website,Website,Credit Card,CUST102371,0.64,0,0.06,0.7
ORD166125,8/18/2024 16:47,Lazada,Lazada,Credit Card,CUST104704,12.33,3.9,1.46,17.69
ORD166126,8/18/2024 20:58,RedMart,RedMart,Atome,CUST101585,8,3.9,1.07,12.97
ORD166127,8/18/2024 15:24,Shopee,Shopee,GrabPay,CUST104724,37.5,3.9,3.73,45.13
ORD166130,8/18/2024 11:44,Lazada,Lazada,Credit Card,CUST102311,5.25,0,0.47,5.72
ORD166132,8/19/2024 14:07,Shopee,Shopee,Credit Card,CUST101849,11,3,1.26,15.26
ORD166133,8/19/2024 11:24,Lazada,Lazada,PayNow,CUST100248,5.7,0,0.51,6.21
ORD166134,8/19/2024 15:53,RedMart,RedMart,Credit Card,CUST100673,8.64,3,1.05,12.69
ORD166135,8/19/2024 21:35,Shopee,Shopee,PayNow,CUST100751,15.36,2.5,1.61,19.47
ORD166136,8/19/2024 20:13,Shopee,Shopee,ShopeePay,CUST102753,6.95,0,0.63,7.58
ORD166138,8/19/2024 12:20,Lazada,Lazada,Credit Card,CUST103949,21.38,3,2.19,26.57
ORD166139,8/19/2024 13:05,Shopee,Shopee,Atome,CUST103524,5.4,0,0.49,5.89
ORD166142,8/19/2024 19:53,Lazada,Lazada,GrabPay,CUST103622,6,2.5,0.77,9.27
ORD166143,8/19/2024 12:59,RedMart,RedMart,Atome,GUEST1081,12.15,3,1.36,16.51
ORD166146,8/19/2024 21:57,Lazada,Lazada,GrabPay,CUST103222,5.6,0,0.5,6.1
ORD166148,8/19/2024 20:02,Lazada,Lazada,Credit Card,CUST102589,6.33,3,0.84,10.17
ORD166149,8/19/2024 10:49,Website,Website,Atome,CUST100492,16.13,2.5,1.68,20.31
ORD166150,8/19/2024 11:56,FairPrice_Online,FairPrice_Online,PayNow,CUST102089,26.3,3.9,2.72,32.92
ORD166151,8/19/2024 9:05,Shopee,Shopee,Atome,CUST104477,14.58,2.5,1.54,18.62
ORD166153,8/19/2024 18:29,Lazada,Lazada,Atome,CUST104377,15.75,0,1.42,17.17
ORD166154,8/19/2024 15:56,Lazada,Lazada,PayNow,CUST104060,23.78,3.9,2.49,30.17
ORD166157,8/19/2024 10:09,Shopee,Shopee,ShopeePay,CUST101108,10,3.9,1.25,15.15
ORD166158,8/19/2024 19:22,Website,Website,PayNow,CUST101535,25.86,0,2.33,28.19
ORD166160,8/19/2024 9:19,Shopee,Shopee,PayNow,CUST100139,16.38,2.5,1.7,20.58
ORD166161,8/19/2024 9:58,Lazada,Lazada,PayNow,CUST103059,4,0,0.36,4.36
ORD166162,8/19/2024 16:33,Lazada,Lazada,Atome,CUST103687,6.84,0,0.62,7.46
ORD166165,8/19/2024 21:47,Lazada,Lazada,Atome,CUST100899,1.44,3,0.4,4.84
ORD166170,8/20/2024 12:53,Lazada,Lazada,Credit Card,CUST104493,29.79,2.5,2.91,35.2
ORD166172,8/20/2024 18:09,Shopee,Shopee,ShopeePay,CUST104587,2.8,0,0.25,3.05
ORD166176,8/20/2024 20:02,Shopee,Shopee,ShopeePay,CUST102035,6.48,0,0.58,7.06
ORD166177,8/20/2024 16:40,Lazada,Lazada,Atome,CUST101057,9.93,0,0.89,10.82
ORD166178,8/20/2024 21:56,Shopee,Shopee,PayNow,CUST104808,7.29,2.5,0.88,10.67
ORD166180,8/20/2024 14:16,Website,Website,GrabPay,CUST100718,5.62,3.9,0.86,10.38
ORD166181,8/20/2024 17:27,Lazada,Lazada,Credit Card,CUST101903,28.14,0,2.53,30.67
ORD166182,8/20/2024 13:23,Website,Website,GrabPay,CUST103565,22,3.9,2.33,28.23
ORD166183,8/20/2024 19:43,Shopee,Shopee,ShopeePay,CUST101655,16.5,3.9,1.84,22.24
ORD166184,8/20/2024 12:58,Lazada,Lazada,PayNow,CUST103064,8.75,3,1.06,12.81
ORD166190,8/20/2024 12:06,Lazada,Lazada,Credit Card,CUST104367,5.4,2.5,0.71,8.61
ORD166197,8/21/2024 9:24,Website,Website,Atome,CUST102384,5.5,0,0.5,6
ORD166199,8/21/2024 15:28,Shopee,Shopee,GrabPay,CUST101574,26,3,2.61,31.61
ORD166201,8/21/2024 13:34,Shopee,Shopee,ShopeePay,CUST103708,1.08,0,0.1,1.18
ORD166202,8/21/2024 13:39,Website,Website,Credit Card,CUST104963,6.52,3,0.86,10.38
ORD166203,8/21/2024 20:19,Lazada,Lazada,Atome,CUST100667,18.19,0,1.64,19.83
ORD166206,8/21/2024 20:27,Shopee,Shopee,ShopeePay,CUST100409,18.48,0,1.66,20.14
ORD166207,8/21/2024 17:33,Shopee,Shopee,Credit Card,CUST103800,10.32,0,0.93,11.25
ORD166208,8/21/2024 10:36,FairPrice_Online,FairPrice_Online,Atome,CUST102595,9.28,0,0.84,10.12
ORD166209,8/21/2024 12:56,RedMart,RedMart,GrabPay,CUST101988,9.93,0,0.89,10.82
ORD166211,8/21/2024 15:17,Website,Website,Credit Card,CUST104600,9.72,2.5,1.1,13.32
ORD166212,8/21/2024 20:24,Website,Website,Credit Card,CUST101586,1.62,0,0.15,1.77
ORD166214,8/21/2024 12:16,GrabMart,GrabMart,PayNow,CUST103523,0.54,0,0.05,0.59
ORD166215,8/21/2024 9:55,Shopee,Shopee,GrabPay,CUST104409,1.44,0,0.13,1.57
ORD166216,8/21/2024 15:52,Lazada,Lazada,Atome,CUST102702,9.16,3.9,1.18,14.24
ORD166217,8/21/2024 21:49,FairPrice_Online,FairPrice_Online,Atome,CUST104126,13.84,0,1.25,15.09
ORD166224,8/21/2024 21:04,Lazada,Lazada,Credit Card,CUST101329,5.62,3,0.78,9.4
ORD166227,8/22/2024 21:36,Shopee,Shopee,PayNow,CUST101101,10.8,0,0.97,11.77
ORD166228,8/22/2024 16:52,Website,Website,Atome,CUST101810,16.74,0,1.51,18.25
ORD166230,8/22/2024 10:21,Shopee,Shopee,Atome,CUST101875,32.15,0,2.89,35.04
ORD166231,8/22/2024 15:35,Lazada,Lazada,Credit Card,CUST100528,5.89,0,0.53,6.42
ORD166232,8/22/2024 15:34,Website,Website,Credit Card,CUST104586,6.64,3.9,0.95,11.49
ORD166233,8/22/2024 20:32,Lazada,Lazada,Credit Card,CUST100212,4.51,0,0.41,4.92
ORD166235,8/22/2024 15:55,Website,Website,Credit Card,CUST101819,50.91,3,4.85,58.76
ORD166238,8/22/2024 18:21,Lazada,Lazada,GrabPay,CUST104615,4.7,3,0.69,8.39
ORD166239,8/22/2024 18:07,Website,Website,Credit Card,CUST100767,7.25,0,0.65,7.9
ORD166240,8/22/2024 20:58,Lazada,Lazada,Atome,CUST103460,18.78,0,1.69,20.47
ORD166241,8/22/2024 20:02,Lazada,Lazada,Credit Card,CUST101179,4,3,0.63,7.63
ORD166246,8/22/2024 19:33,Lazada,Lazada,Credit Card,CUST102615,25.52,0,2.3,27.82
ORD166248,8/22/2024 21:24,Lazada,Lazada,GrabPay,CUST103055,7.03,0,0.63,7.66
ORD166254,8/22/2024 19:24,Lazada,Lazada,GrabPay,CUST102031,16,2.5,1.67,20.17
ORD166255,8/22/2024 19:31,Shopee,Shopee,GrabPay,CUST103973,1.71,3.9,0.5,6.11
ORD166256,8/23/2024 12:55,FairPrice_Online,FairPrice_Online,Credit Card,CUST101768,32.42,0,2.92,35.34
ORD166260,8/23/2024 19:58,FairPrice_Online,FairPrice_Online,Credit Card,CUST101364,5.72,0,0.51,6.23
ORD166261,8/23/2024 17:37,FairPrice_Online,FairPrice_Online,Credit Card,CUST102166,7.61,0,0.68,8.29
ORD166264,8/23/2024 11:14,Lazada,Lazada,GrabPay,CUST104199,3.1,2.5,0.5,6.1
ORD166266,8/23/2024 18:53,Lazada,Lazada,Atome,CUST101148,13.12,3,1.45,17.57
ORD166267,8/23/2024 20:58,Website,Website,PayNow,CUST104431,53.65,0,4.83,58.48
ORD166271,8/23/2024 19:22,Lazada,Lazada,Atome,CUST102665,10.5,2.5,1.17,14.17
ORD166272,8/23/2024 20:31,Website,Website,Credit Card,CUST102156,13,2.5,1.4,16.9
ORD166276,8/23/2024 10:41,Website,Website,PayNow,CUST103252,2.95,0,0.27,3.22
ORD166278,8/23/2024 9:43,Lazada,Lazada,Credit Card,CUST100720,4.86,0,0.44,5.3
ORD166279,8/23/2024 18:04,Lazada,Lazada,Credit Card,CUST102923,26.55,0,2.39,28.94
ORD166281,8/23/2024 13:47,RedMart,RedMart,PayNow,CUST100839,7.4,0,0.67,8.07
ORD166285,8/24/2024 17:47,Lazada,Lazada,PayNow,CUST102347,1.12,0,0.1,1.22
ORD166287,8/24/2024 9:37,Shopee,Shopee,PayNow,CUST100294,5.24,0,0.47,5.71
ORD166288,8/24/2024 21:18,Shopee,Shopee,GrabPay,CUST104859,15.25,0,1.37,16.62
ORD166289,8/24/2024 14:37,Lazada,Lazada,Atome,CUST103505,2.24,3,0.47,5.71
ORD166291,8/24/2024 15:26,Lazada,Lazada,Atome,CUST102803,53.42,3,5.08,61.5
ORD166293,8/24/2024 14:00,Shopee,Shopee,Atome,CUST101109,16.15,3,1.72,20.87
ORD166295,8/24/2024 20:53,Shopee,Shopee,Atome,CUST101304,14.04,3.9,1.61,19.55
ORD166296,8/24/2024 12:58,Website,Website,Atome,CUST101331,26.77,3,2.68,32.45
ORD166297,8/24/2024 11:38,Shopee,Shopee,ShopeePay,CUST102246,17.75,0,1.6,19.35
ORD166298,8/24/2024 16:30,Lazada,Lazada,PayNow,CUST103225,13.72,0,1.23,14.95
ORD166301,8/24/2024 20:11,Lazada,Lazada,PayNow,CUST104544,3,3,0.54,6.54
ORD166305,8/24/2024 19:41,Shopee,Shopee,Atome,GUEST1024,19.15,3.9,2.07,25.12
ORD166309,8/24/2024 18:59,Shopee,Shopee,PayNow,CUST100433,1.77,0,0.16,1.93
ORD166310,8/24/2024 10:04,Shopee,Shopee,Credit Card,CUST102073,8.82,3,1.06,12.88
ORD166311,8/25/2024 11:21,Shopee,Shopee,ShopeePay,CUST105000,35.18,2.5,3.39,41.07
ORD166312,8/25/2024 14:25,Shopee,Shopee,Credit Card,CUST100792,16.15,2.5,1.68,20.33
ORD166313,8/25/2024 14:08,RedMart,RedMart,Credit Card,CUST104977,3.25,3,0.56,6.81
ORD166316,8/25/2024 20:24,Shopee,Shopee,Credit Card,CUST103534,45.61,3.9,4.46,53.97
ORD166317,8/25/2024 18:01,Website,Website,Credit Card,CUST101031,0.81,0,0.07,0.88
ORD166318,8/25/2024 18:09,Shopee,Shopee,GrabPay,CUST101485,36.45,0,3.28,39.73
ORD166319,8/25/2024 14:56,Lazada,Lazada,GrabPay,CUST102718,13,3,1.44,17.44
ORD166321,8/25/2024 19:38,Website,Website,Credit Card,CUST100150,19.09,0,1.72,20.81
ORD166323,8/25/2024 14:52,Website,Website,Atome,CUST101125,0.81,3.9,0.42,5.13
ORD166324,8/25/2024 11:28,Website,Website,Atome,GUEST1020,15.84,2.5,1.65,19.99
ORD166327,8/25/2024 17:24,Lazada,Lazada,Atome,CUST104636,7.59,0,0.68,8.27
ORD166329,8/25/2024 20:59,Website,Website,Credit Card,CUST101021,26,0,2.34,28.34
ORD166333,8/25/2024 12:29,Lazada,Lazada,PayNow,CUST101105,1.08,3.9,0.45,5.43
ORD166337,8/26/2024 19:13,Website,Website,PayNow,CUST100457,12.76,2.5,1.37,16.63
ORD166338,8/26/2024 10:10,Lazada,Lazada,Atome,CUST102363,18.16,0,1.63,19.79
ORD166339,8/26/2024 14:31,Shopee,Shopee,ShopeePay,CUST104387,13.37,0,1.2,14.57
ORD166340,8/26/2024 19:07,Lazada,Lazada,Credit Card,CUST103369,5.62,2.5,0.73,8.85
ORD166342,8/26/2024 10:37,RedMart,RedMart,GrabPay,CUST100363,14.55,0,1.31,15.86
ORD166343,8/26/2024 13:33,Shopee,Shopee,Atome,CUST103779,12.15,0,1.09,13.24
ORD166346,8/26/2024 12:37,GrabMart,GrabMart,Atome,CUST100714,14.36,0,1.29,15.65
ORD166347,8/26/2024 12:28,GrabMart,GrabMart,GrabPay,CUST103534,13.12,0,1.18,14.3
ORD166350,8/26/2024 9:55,Shopee,Shopee,Credit Card,CUST104134,6.2,0,0.56,6.76
ORD166351,8/26/2024 10:47,Website,Website,Credit Card,CUST103543,21.26,0,1.91,23.17
ORD166354,8/26/2024 21:22,Lazada,Lazada,PayNow,CUST102630,2.78,3.9,0.6,7.28
ORD166357,8/26/2024 11:56,Shopee,Shopee,GrabPay,CUST103763,22.18,0,2,24.18
ORD166359,8/26/2024 16:14,Lazada,Lazada,PayNow,CUST103979,14.26,2.5,1.51,18.27
ORD166360,8/26/2024 13:23,Website,Website,Credit Card,CUST101445,18.72,3,1.95,23.67
ORD166361,8/26/2024 12:25,Shopee,Shopee,GrabPay,CUST100499,24.24,2.5,2.41,29.15
ORD166364,8/27/2024 20:04,Lazada,Lazada,Credit Card,CUST103361,14.22,0,1.28,15.5
ORD166366,8/27/2024 10:41,Shopee,Shopee,ShopeePay,CUST100852,5.35,3.9,0.83,10.08
ORD166369,8/27/2024 15:00,Website,Website,Atome,CUST102369,7.06,0,0.64,7.7
ORD166371,8/27/2024 19:42,Website,Website,Atome,CUST103039,40.12,2.5,3.84,46.46
ORD166375,8/27/2024 14:54,Lazada,Lazada,PayNow,CUST100639,27.55,0,2.48,30.03
ORD166377,8/27/2024 11:49,Website,Website,GrabPay,CUST103238,3,3,0.54,6.54
ORD166382,8/27/2024 10:30,Lazada,Lazada,PayNow,CUST102698,12.15,0,1.09,13.24
ORD166383,8/27/2024 11:10,Shopee,Shopee,GrabPay,CUST102707,28.45,3.9,2.91,35.26
ORD166384,8/27/2024 17:54,Lazada,Lazada,Credit Card,CUST100315,9.07,3,1.09,13.16
ORD166385,8/27/2024 18:59,Shopee,Shopee,GrabPay,CUST102764,2.36,0,0.21,2.57
ORD166387,8/27/2024 16:53,Website,Website,Credit Card,CUST101755,29.09,0,2.62,31.71
ORD166391,8/28/2024 14:38,Shopee,Shopee,PayNow,CUST103265,11.31,0,1.02,12.33
ORD166393,8/28/2024 19:55,Shopee,Shopee,ShopeePay,CUST101984,6.04,0,0.54,6.58
ORD166397,8/28/2024 20:14,Shopee,Shopee,GrabPay,CUST101677,5.9,2.5,0.76,9.16
ORD166403,8/28/2024 11:01,Lazada,Lazada,Credit Card,CUST104977,5.5,3,0.77,9.27
ORD166404,8/28/2024 20:22,Shopee,Shopee,GrabPay,CUST103928,42.52,3.9,4.18,50.6
ORD166405,8/28/2024 12:25,GrabMart,GrabMart,Atome,CUST101738,12.15,3.9,1.44,17.49
ORD166406,8/28/2024 15:01,GrabMart,GrabMart,Atome,CUST102294,16.39,3.9,1.83,22.12
ORD166409,8/28/2024 20:35,Shopee,Shopee,GrabPay,CUST103426,16.2,0,1.46,17.66
ORD166410,8/28/2024 11:09,Website,Website,GrabPay,CUST102058,0.54,3,0.32,3.86
ORD166413,8/28/2024 10:27,Shopee,Shopee,Credit Card,CUST103213,29.65,0,2.67,32.32
ORD166418,8/28/2024 20:03,Shopee,Shopee,GrabPay,CUST102398,17.13,0,1.54,18.67
ORD166419,8/28/2024 21:22,Shopee,Shopee,ShopeePay,CUST101501,14.41,3.9,1.65,19.96
ORD166420,8/29/2024 18:42,Lazada,Lazada,PayNow,CUST104359,8.02,0,0.72,8.74
ORD166422,8/29/2024 11:43,Lazada,Lazada,Atome,CUST104355,15.15,0,1.36,16.51
ORD166423,8/29/2024 18:19,Website,Website,Credit Card,CUST103888,16.53,2.5,1.71,20.74
ORD166424,8/29/2024 21:58,Shopee,Shopee,ShopeePay,CUST102353,27.36,0,2.46,29.82
ORD166426,8/29/2024 16:02,GrabMart,GrabMart,Atome,CUST103092,9.72,0,0.87,10.59
ORD166427,8/29/2024 10:16,Website,Website,Atome,CUST100393,1.73,2.5,0.38,4.61
ORD166428,8/29/2024 16:25,Shopee,Shopee,Atome,CUST104266,6.8,3,0.88,10.68
ORD166429,8/29/2024 12:58,Lazada,Lazada,GrabPay,CUST101147,8.11,0,0.73,8.84
ORD166430,8/29/2024 19:26,Lazada,Lazada,Credit Card,CUST103531,8.29,0,0.75,9.04
ORD166431,8/29/2024 15:22,Shopee,Shopee,GrabPay,CUST102340,30.02,2.5,2.93,35.45
ORD166435,8/29/2024 17:19,Shopee,Shopee,ShopeePay,CUST102150,13.75,3.9,1.59,19.24
ORD166437,8/29/2024 14:40,Shopee,Shopee,PayNow,CUST104630,1.68,2.5,0.38,4.56
ORD166439,8/29/2024 10:20,RedMart,RedMart,GrabPay,CUST104331,14.46,0,1.3,15.76
ORD166440,8/29/2024 10:54,Website,Website,Atome,CUST102853,17.32,0,1.56,18.88
ORD166441,8/29/2024 15:01,Shopee,Shopee,PayNow,CUST102028,14.25,0,1.28,15.53
ORD166442,8/29/2024 13:37,Shopee,Shopee,ShopeePay,CUST104977,5.4,0,0.49,5.89
ORD166444,8/29/2024 20:11,Shopee,Shopee,Atome,CUST104674,17.5,0,1.58,19.08
ORD166447,8/29/2024 19:33,Website,Website,GrabPay,CUST102964,32.38,0,2.91,35.29
ORD166448,8/30/2024 9:05,Website,Website,Credit Card,CUST103609,28.4,0,2.56,30.96
ORD166454,8/30/2024 19:16,Shopee,Shopee,ShopeePay,CUST102311,29.34,3.9,2.99,36.23
ORD166456,8/30/2024 10:41,Lazada,Lazada,Credit Card,CUST104729,3.1,0,0.28,3.38
ORD166459,8/30/2024 13:25,Lazada,Lazada,PayNow,CUST103026,28.28,2.5,2.77,33.55
ORD166461,8/30/2024 16:40,RedMart,RedMart,GrabPay,CUST101306,4.64,3,0.69,8.33
ORD166463,8/30/2024 13:46,Shopee,Shopee,PayNow,CUST102344,5.14,3.9,0.81,9.85
ORD166465,8/30/2024 14:23,Website,Website,Atome,CUST102983,1.08,3,0.37,4.45
ORD166467,8/30/2024 13:37,Website,Website,Credit Card,CUST101996,4.05,0,0.36,4.41
ORD166468,8/30/2024 10:30,Website,Website,Credit Card,CUST104902,4.37,3.9,0.74,9.01
ORD166473,8/30/2024 18:29,Shopee,Shopee,Atome,CUST102095,8.85,3.9,1.15,13.9
ORD166474,8/30/2024 9:10,Shopee,Shopee,Atome,CUST104147,5.09,2.5,0.68,8.27
ORD166476,8/30/2024 14:36,Shopee,Shopee,ShopeePay,CUST101324,23.36,3.9,2.45,29.71
ORD166478,8/30/2024 13:04,Shopee,Shopee,GrabPay,CUST102509,27,3.9,2.78,33.68
ORD166482,8/31/2024 17:33,Website,Website,Credit Card,CUST103027,9,0,0.81,9.81
ORD166483,8/31/2024 17:04,Shopee,Shopee,Credit Card,CUST101402,26.74,0,2.41,29.15
ORD166484,8/31/2024 17:44,RedMart,RedMart,PayNow,CUST100022,2.36,3,0.48,5.84
ORD166485,8/31/2024 12:43,Shopee,Shopee,GrabPay,CUST102662,5,3.9,0.8,9.7
ORD166487,8/31/2024 17:30,GrabMart,GrabMart,Credit Card,CUST104580,36.45,0,3.28,39.73
ORD166489,8/31/2024 18:42,FairPrice_Online,FairPrice_Online,Atome,GUEST1032,22.33,2.5,2.23,27.06
ORD166490,8/31/2024 20:47,Website,Website,Atome,CUST103557,51.04,0,4.59,55.63
ORD166497,8/31/2024 15:58,GrabMart,GrabMart,GrabPay,CUST104571,9.69,2.5,1.1,13.29
ORD166498,8/31/2024 13:41,Shopee,Shopee,ShopeePay,CUST102847,32.54,0,2.93,35.47
